uniquedesignation,track_id,X,Y,Z,timefromstart,distanceonline,owningunit,sidc,status911,speed,staffcomment
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.936,36.6362,8.05862,2.95425,4500,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.841,36.6215,22.256,14.38203333,16300,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.85,36.6107,6.65808,10.39206667,14800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.913,36.5722,166.362,7.588066667,8600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.925,36.565,66.4959,7.02455,10700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.923,36.5672,79.1721,7.302533333,10400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.92,36.5711,97.0888,6.95145,9900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.721,36.6182,61.1976,8.383916667,10900,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.725,36.6146,72.8631,7.999333333,10400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.729,36.6118,94.7723,7.61475,9900,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.691,36.6125,31.1662,5.3833,8200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.862,36.6042,6.84684,5.3833,8200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.845,36.6149,13.0473,15.5,15500,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.866,36.5972,9.85739,5.461083333,7100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.912,36.5652,164.807,8.293933333,9400,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.866,36.5965,9.57746,7,7000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.841,36.6224,25.2016,14.47026667,16400,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.849,36.6112,6.2185,10.46228333,14900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.697,36.6129,54.35,4.9894,7600,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.863,36.6002,15.1294,4.92375,7500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.5686,176.534,7.941,9000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.844,36.6157,12.7966,15.6,15600,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.925,36.5642,65.9851,7.0902,10800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.923,36.5665,74.9035,7.37275,10500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.921,36.5704,94.1738,7.021666667,10000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.722,36.6189,60.1323,8.460833333,11000,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.724,36.6152,70.6825,8.07625,10500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.728,36.6126,87.519,7.691666667,10000,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.694,36.6134,35.0085,5.547116667,7900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.913,36.5713,169.062,7.6763,8700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.841,36.6233,25.8948,14.5585,16500,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.848,36.6117,6.35167,10.5325,15000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.69,36.6124,31.4348,5.44895,8300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.863,36.6038,6.58381,5.44895,8300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.961,36.5993,6.65673,2.615166667,3400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.844,36.6166,11.7603,15.7,15700,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.912,36.5644,158.865,8.382166667,9500,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.938,36.6341,7.75493,3.1512,4800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.865,36.598,12.2915,5.538,7200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.841,36.6238,27.121,14.64673333,16600,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.847,36.6122,6.74011,10.60271667,15100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.5678,177.439,8.029233333,9100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.925,36.5634,66.1036,7.15585,10900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.924,36.5658,70.9772,7.442966667,10600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.921,36.5696,90.9156,7.091883333,10100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.723,36.6194,66.6945,8.53775,11100,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.723,36.6159,67.7468,8.153166667,10600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.727,36.6134,79.7463,7.768583333,10100,2-3-C-2,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.696,36.6131,47.4821,5.05505,7700,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.937,36.6356,7.97208,3.0199,4600,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.866,36.5972,9.85739,7.1,7100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.863,36.6009,13.6745,4.9894,7600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.843,36.6174,10.7022,15.8,15800,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.913,36.5704,172.168,7.764533333,8800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.693,36.6131,32.5703,5.617333333,8000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.84,36.6246,29.7223,14.73496667,16700,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.846,36.6128,8.40525,10.67293333,15200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.69,36.6115,32.8394,5.5146,8400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.864,36.6033,6.82058,5.5146,8400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.911,36.5636,152.912,8.4704,9600,2-3-A-1,SFGPEVAL-------,1,100,
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.961,36.601,6.69287,2.769,3600,2-3-B-1,SFGPEVAL-------,0,100,
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.843,36.6182,10.7382,15.9,15900,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.926,36.5625,65.7094,7.2215,11000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.925,36.565,66.4959,7.513183333,10700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.922,36.5688,87.8229,7.1621,10200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.723,36.6201,76.5666,8.614666667,11200,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.722,36.6167,65.7763,8.230083333,10700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.726,36.6138,76.899,7.8455,10200,2-3-C-2,SFGPEVAL-------,0,100,
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.865,36.5987,14.4977,5.614916667,7300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.5669,176.073,8.117466667,9200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.839,36.6253,25.2581,14.8232,16800,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.846,36.6133,10.3028,10.74315,15300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.695,36.6132,41.4107,5.1207,7800,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.862,36.6017,12.2207,5.05505,7700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.912,36.5695,174.722,7.852766667,8900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.865,36.598,12.2915,7.2,7200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.842,36.619,12.8885,16,16000,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.692,36.6127,30.932,5.68755,8100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.839,36.6261,19.4175,14.91143333,16900,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.845,36.6141,12.0961,10.81336667,15400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.912,36.5627,146.271,8.558633333,9700,2-3-A-1,SFGPEVAL-------,1,100,
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.925,36.5616,65.3716,7.28715,11100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.925,36.5642,65.9851,7.5834,10800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.922,36.568,83.7034,7.232316667,10300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.724,36.6208,85.4216,8.691583333,11300,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.722,36.6175,64.0315,8.307,10800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.725,36.6142,74.2625,7.922416667,10300,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.691,36.6107,34.9192,5.58025,8500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.938,36.6333,8.05239,3.21685,4900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.865,36.6029,6.73424,5.58025,8500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.842,36.6199,16.7473,16.1,16100,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.566,170.931,8.2057,9300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.938,36.6348,6.61898,3.08555,4700,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.864,36.5994,15.4647,5.691833333,7400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.838,36.6269,16.8011,14.99966667,17000,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.845,36.6149,13.0473,10.88358333,15500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.913,36.5686,176.534,7.941,9000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.961,36.6001,6.28214,2.692083333,3500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.694,36.6134,35.0085,5.18635,7900,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.862,36.6025,11.6309,5.1207,7800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.841,36.6207,20.1818,16.2,16200,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.926,36.5609,58.7289,7.3528,11200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.925,36.5634,66.1036,7.653616667,10900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.923,36.5672,79.1721,7.302533333,10400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.725,36.6211,94.8967,8.7685,11400,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.721,36.6182,61.1976,8.383916667,10900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.725,36.6146,72.8631,7.999333333,10400,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.691,36.6125,31.1662,5.757766667,8200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.865,36.5987,14.4977,7.3,7300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.912,36.5618,141.033,8.646866667,9800,2-3-A-1,SFGPEVAL-------,1,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.838,36.6277,17.2069,15.0879,17100,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.844,36.6157,12.7966,10.9538,15600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.691,36.6099,37.0959,5.6459,8600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.866,36.6025,5.78193,5.6459,8600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.912,36.5652,164.807,8.293933333,9400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.841,36.6215,22.256,16.3,16300,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.863,36.6002,15.1294,5.76875,7500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.913,36.5678,177.439,8.029233333,9100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.837,36.6285,21.5048,15.17613333,17200,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.844,36.6166,11.7603,11.02401667,15700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.927,36.5606,52.0019,7.41845,11300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.926,36.5625,65.7094,7.723833333,11000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.923,36.5665,74.9035,7.37275,10500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.726,36.6212,101.617,8.845416667,11500,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.722,36.6189,60.1323,8.460833333,11000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.724,36.6152,70.6825,8.07625,10500,2-3-C-2,SFGPEVAL-------,0,100,
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.96,36.6018,7.15856,2.845916667,3700,2-3-B-1,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.693,36.6131,32.5703,5.252,8000,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.861,36.6033,13.3426,5.18635,7900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.841,36.6224,25.2016,16.4,16400,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.912,36.5609,135.45,8.7351,9900,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.69,36.6124,31.4348,5.827983333,8300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.937,36.6326,9.56421,3.2825,5000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.864,36.5994,15.4647,7.4,7400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.837,36.6292,26.0481,15.26436667,17300,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.843,36.6174,10.7022,11.09423333,15800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.912,36.5644,158.865,8.382166667,9500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.692,36.6091,39.2421,5.71155,8700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.938,36.6341,7.75493,3.1512,4800,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.867,36.602,5.67902,5.71155,8700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.841,36.6233,25.8948,16.5,16500,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.913,36.5669,176.073,8.117466667,9200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.928,36.561,47.241,7.4841,11400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.925,36.5616,65.3716,7.79405,11100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.924,36.5658,70.9772,7.442966667,10600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.727,36.6211,105.472,8.922333333,11600,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.723,36.6194,66.6945,8.53775,11100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.723,36.6159,67.7468,8.153166667,10600,2-3-C-2,SFGPEVAL-------,0,100,
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.863,36.6009,13.6745,5.845666667,7600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.836,36.6295,30.6389,15.3526,17400,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.843,36.6182,10.7382,11.16445,15900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.692,36.6127,30.932,5.31765,8100,2-3-A-1,SFGPEVAL-------,0,100,
